Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
3434,1987.03.30.b,30-Mar-87,1987,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Calf lacerated,N,"Courier-Mail, 4/2/1987, p.1; T. Peake, GSAF",1987-03-30
3433,1987.03.30.a,30-Mar-87,1987,SOUTH AFRICA,Western Cape Province,Muizenberg,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N,"T. Wallett; M. Levine, GSAF",1987-03-30
3432,1987.02.28,28-Feb-87,1987,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations to toe, heel & ankle of right foot",N,"Sun Sentinel. Fort Lauderdale, 3/2/1987, p. 4B",1987-02-28
3431,1987.02.19,19-Feb-87,1987,SOLOMON ISLANDS,Between Honiara & Isabel Island,nc.,FATAL,Y,"Courier Mail, 2/26/1987, p.2",1987-02-19
3430,1987.01.28,28-Jan-87,1987,SOUTH AFRICA,Eastern Cape Province,Eerste River,Puncture wounds to right hand,N,"T. Botha, M. Levine, GSAF",1987-01-28
3429,1987.01.06,06-Jan-87,1987,AUSTRALIA,Queensland,Lizard Island,Right leg lacerated,N,"Sydney Morning Herald; Courier-Mail 1/8/1987, p.2",1987-01-06
3428,1987.00.00.b,1987,1987,MONTENEGRO,Adriatic Sea,"Mogren Beach, Budva",FATAL,Y,D. Ljusic,1987-00-00
3427,1987.00.00.a,1987,1987,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",No injury,N,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",1987-00-00
3426,1986.12.31,31-Dec-86,1986,SOUTH AFRICA,Western Cape Province,Agulhas Banks,2 punctures in lower leg,N,"P. deWet, E. Lombard, M. Levine, GSAF",1986-12-31
3425,1986.12.22,22-Dec-86,1986,SOUTH AFRICA,Western Cape Province,SAOU Strand,"FATAL, legs bitten",Y,"G. Geldenhuys, W. Roos, Dr. Smallberger, Dr. C. Groble, Dr. J.H. B. de Lange, M. Levine, GSAF; R. Wilson, NSB                                ",1986-12-22
3424,1986.12.11,11-Dec-86,1986,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Forearm bitten,N,"Orlando Sentinel, 12/12/1986, p.A1",1986-12-11
3423,1986.12.06.b,06-Dec-86,1986,BAHAMAS,Florida Straits,Off Cay Sal  Banks,"No injury, bumped  by sharks",N,"Orlando Sentinel, 12/9/1986, p.D1",1986-12-06
3422,1986.12.06.a,06-Dec-86,1986,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California","Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,"R. Collier, pp.98-99; Atlanta Journal-Constitution, 12/7/1986",1986-12-06
3421,1986.12.04,04-Dec-86,1986,SOUTH AFRICA,Western Cape Province,Platbank,"No injury, no attack, shark made threat displays",N,"R. O'Connor, M. Levine, GSAF",1986-12-04
3420,1986.12.00,Dec-86,1986,NEW CALEDONIA,nc.,I'le Ouen,Right leg bitten,N,W. Leander,1986-12-00
3419,1986.11.30,30-Nov-86,1986,USA,Florida,"Daytona Beach, Volusia County",5' gash in leg,N,"Orlando Sentinel, 11/30/1986",1986-11-30
3418,1986.11.19,19-Nov-86,1986,USA,Florida,"Indiatlantic, Brevard County",Laceration to dorsum of left foot,N,"E. Pace, FSAF",1986-11-19
3417,1986.11.04,04-Nov-86,1986,USA,Florida,"Tiger Shores Beach, Martin County",Ankle bitten,N,"Miami Herald, 11/5/1986",1986-11-04
3416,1986.10.17,17-Oct-86,1986,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N,"K. Ndlazi, R. Gardiner, NSB; M. Levine, GSAF",1986-10-17
3415,1986.10.03,03-Oct-86,1986,USA,Florida,"Sanibel Island, Lee County",Hip & thigh bitten,N,"E. Pace; C. Call; Orlando Sentinel, 10/6/1986, 10/11/1986  & 4/20, 1988",1986-10-03
3414,1986.10.05,05-Oct-86,1986,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,"No injury, ski bitten",N,"J. Spiers, M. Levine, GSAF; R. Dugmore, G. Cliff, NSB",1986-10-05
3413,1986.10.01,01-Oct-86,1986,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",No details,Nc.,"T. Peake, GSAF",1986-10-01
3412,1986.10.00,Oct-86,1986,USA,Florida,"Floridana Beach, Brevard County",Laceration to right arm,N,"R.D. Weeks, GSAF; E. Pace, FSAF ",1986-10-00
3411,1986.09.22.R,Reported 22-Sep-1986 ,1986,USA,Florida,"Pinellas Point, Tampa Bay",Human hand recovered from shark's stomach,N,"Orlando Sentinel, 9/22/1986",1986-09-22
3410,1986.09.00.b,Sep-86,1986,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Survived,N,Orlando Sentinel. 9/20/1986,1986-09-00
3409,1986.09.00.a,Sep-86,1986,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Hand bitten,N,Orlando Sentinel. 9/20/1986,1986-09-00
3408,1986.08.19,19-Aug-86,1986,USA,North Carolina,"Masonboro Inlet, New Hanover County",Hand bitten,N,"F. Schwartz, p.23",1986-08-19
3407,1986.08.10,10-Aug-86,1986,SOUTH AFRICA,Western Cape Province,Reef on seaward side of Geyser Island,"No injury, shark made threat display & impaled itself on spear",N,"P. DeBruyn, M. Levine, GSAF",1986-08-10
3406,1986.08.03,03-Aug-86,1986,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Survived,N,Australian Shark Attack File,1986-08-03
3405,1986.08.00,Aug-86,1986,FRANCE,Gulf of Lyons,Gruissan,Survived,N,MEDSAF,1986-08-00
3404,1986.07.26,26-Jul-86,1986,AUSTRALIA,Western Australia,3 km west of Rottnest Island,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",N,"A. Sharpe, p.134",1986-07-26
3403,1986.07.09,09-Jul-86,1986,USA,South Carolina,"Myrtle Beach, Horry County",Back of left thigh bitten,N,"Charlotte Observer, 9/9/1986 & 9/11/1986 ",1986-07-09
3402,1986.07.00.a,Jul-86,1986,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Minor lacerations on left hand,N,"L. Gerricke, M. Levine, GSAF  ",1986-07-00
3401,1986.05.18,18-May-86,1986,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Survived,N,Australian Shark Attack File,1986-05-18
3400,1986.05.15,15-May-86,1986,SOUTH KOREA,nc.,nc.,FATAL,Y,Y. Choi & K. Nakaya,1986-05-15
3399,1986.04.20,20-Apr-86,1986,USA,Hawaii,"Kaliiwi, Kauai",Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y,"J. Borg, p.76",1986-04-20
3398,1986.04.00,Apr-86,1986,SPAIN,Catalonia,Lloret-de-Mar,Abrasions,N,C. Moore,1986-04-00
3397,1986.03.18,18-Mar-86,1986,SPAIN,Cádiz,Tarifa ,Foot severed,N,A. DeMaddalena,1986-03-18
3396,1986.03.15,15-Mar-86,1986,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Foot bitten,N,"A. Bouwer, M. Levine, GSAF;  E. Kerns, NSB",1986-03-15
3395,1986.03.05,05-Mar-86,1986,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth","No injury, board struck by shark",N,"Eastern Province Herald, 3/6/1986",1986-03-05
3394,1986.02.18,18-Feb-86,1986,SOUTH AFRICA,Eastern Cape Province,East London,"No injury, board bitten",N,"S. Carcary, M. Levine, GSAF",1986-02-18
3393,1986.02.17,17-Feb-86,1986,SOUTH AFRICA,Eastern Cape Province,Cape Recife,"No injury, knocked off board",N,"J. Fick, M. Levine, GSAF; Eastern Province Herald, 2/18/1986",1986-02-17
3392,1986.02.07,07-Feb-86,1986,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Lower leg lacerated,N,"J. Fourie, M. Levine, GSAF; V. Cockroft, Dr. P. Schwartz",1986-02-07
3391,1986.02.06,06-Feb-86,1986,SOUTH AFRICA,Western Cape Province,Arniston,2 punctures in upper arm,N,"M. Taljaard, M. Levine, GSAF",1986-02-06
3390,1986.02.01,01-Feb-86,1986,AUSTRALIA,Victoria,Jan Juc Beach,"No injury, knocked into water & board bitten",N,"Sun, 2/3/1986, p.4",1986-02-01
3389,1986.01.12,12-Jan-86,1986,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Puncture wounds to both feet,N,"E. Pace, FSAF",1986-01-12
3388,1986.00.00,1986,1986,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County","No injury, foot bumped",N,R. Collier,1986-00-00
3387,1985.12.22,22-Dec-85,1985,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N,"M. Levine, GSAF",1985-12-22
3386,1985.12.10,10-Dec-85,1985,USA,North Carolina,New Hanover County,Survived,N,"C. Creswell, GSAF",1985-12-10
3385,1985.11.11,11-Nov-85,1985,AUSTRALIA,Queensland,Gladstone,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,"Courier Mail, 11/13/1985",1985-11-11
3384,1985.11.05,05-Nov-85,1985,USA,California,"Southeast Farallon Island, Farallon Islands",2 semi-circular bites on aft starboard tube of boat,N,"R. Collier, pp.178-179",1985-11-05
3383,1985.11.03,03-Nov-85,1985,USA,California,5 miles south of Redondo Beach,Forearm bitten by hooked shark PROVOKED INCIDENT,N,"Los Angles Times, 11/5/1985",1985-11-03
3382,1985.10.24,24-Oct-85,1985,SOUTH AFRICA,Eastern Cape Province,East London,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,"P. Gee, Dr. K. A. Watt, M. Levine, GSAF; G. Cliff, NSB",1985-10-24
3381,1985.10.22,22-Oct-85,1985,USA,California,"Point Conception, Santa Barbara County",Minor injury to foot & ankle,N,R. Collier,1985-10-22
3380,1985.10.18,18-Oct-85,1985,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i","Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,"Syracuse Journal-Herald, 10/21/1985; J. Borg, p.76; G. Ambrose, pp.1-10; L. Taylor (1993), pp.106-107",1985-10-18
3379,1985.10.12,12-Oct-85,1985,USA,Hawaii,"Barbers Point, O'ahu",Left arm lacerated,N,"J. Borg, p.76; L. Taylor (1993), pp.106-107; Orlando Sentinel, 10/14/1985, p.A6",1985-10-12
3378,1985.10.05,  05-Oct-1985,1985,USA,Alabama,"Gulf Shores, Baldwin County",Laceration to leg by hooked shark  PROVOKED INCIDENT,N,"Syracuse Herald, 10/10/1985 ",1985-10-05
3377,1985.09.28,28-Sep-85,1985,USA,California,"Elephant Rock near Tomales Point, Marin County","Hip bumped by shark, no Injury",N,"J. McCosker & R.N. Lea; R. Collier, p.97",1985-09-28
3376,1985.09.08.b,08-Sep-85,1985,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,Probable drowning / scavenging,Y,"G. Charter,  D. Groger, NSB",1985-09-08
3375,1985.09.08.a,08-Sep-85,1985,USA,Florida,"Palm Beach, Palm Beach County",Laceration and 4 puncture wounds to left hand,N,M. Vorenburg,1985-09-08
3374,1985.09.05,05-Sep-85,1985,USA,Florida,"Fort Pierce Inlet, St Lucie County",Found to be a hoax,N,"Orlando Sentinel, 9/7/1985 ; Miami Herald, 9/7/1985 ",1985-09-05
3373,1985.08.22,22-Aug-85,1985,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",Right calf bitten & less serious injury to left foot,N,"Sumter Daily Item, 8/23/1985",1985-08-22
3372,1985.08.20,20-Aug-85,1985,USA,Florida,"New Smyrna Beach, Volusia County","3"" wound on thigh",N,"Orlando Sentinel, 8/21//1985, p. D.2",1985-08-20
3371,1985.08.17,17-Aug-85,1985,USA,Florida,"Bayport, Hernando County",Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark,Y,"E. Pace, GSAF; J. McAniff, NUADC;  Orlando Sentinel, 12/6/1985; K Duffy, Daytona Beach News Journal, 8/26/2001",1985-08-17
3370,1985.07.25.b,25-Jul-85,1985,USA,Florida,"Daytona Beach, Volusia County",Right calf bitten,N,"M. McKee,Orlando Sentinel, 7/30/1985, p.A1",1985-07-25
3369,1985.07.25.a,25-Jul-85,1985,USA,Florida,"New Smyrna Beach, Volusia County",Hand bitten,N,"M. McKee,Orlando Sentinel, 7/30/1985",1985-07-25
3368,1985.07.21,21-Jul-85,1985,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County","No injury to occupant, shark rammed boat catapulting it out of the water",N,"R. Collier, p.172",1985-07-21
3367,1985.07.19,19-Jul-85,1985,USA,South Carolina,"Folly Beach, Charleston County",2/3rd of left calf removed,N,"Atlanta Journal-Constitution, 7/22&23/1985 ",1985-07-19
3366,1985.07.00,Mid Jul-1985 or mid Jul-1986,1985,ITALY,Sicily,Punta Secca,Contusion of left foot,N,"A. De Maddalena; De Maddalena (2001), N. Montoya (pers. comm.)",1985-07-00
3365,1985.05.26,26-May-85,1985,USA,California,"Long Beach, Los Angeles County",Leg injured,N,"R. Collier, p.86",1985-05-26
3364,1985.05.08,08-May-85,1985,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N,"M. Levine, GSAF",1985-05-08
3363,1985.03.16,16-Mar-85,1985,USA,Florida,"Palm Beach, Palm Beach County",Hand bitten,N,"E. Pace, FSAF",1985-03-16
3362,1985.03.03,03-Mar-85,1985,AUSTRALIA,South Australia,"Wisemans Beach, Peake Bay, Port Lincoln",FATAL,Y,"A. MacCormick, pp.76-79; H. Edwards, p.155; A. Sharpe, pp.126-127; J. West, ASAF",1985-03-03
3361,1985.02.18,18-Feb-85,1985,USA,California,"San Miguel Island, Santa Barbara County",Bruised,N,"R. Collier, pp.95-96",1985-02-18
3360,1985.02.03,03-Feb-85,1985,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Right foot bitten,N,"Miami Herald, 2/4/1985, p.6",1985-02-03
3359,1985.01.27,27-Jan-85,1985,SOUTH AFRICA,Western Cape Province,Struisbaai,"Right knee, calf and ankle lacerated",N,"M. Botha, M. Levine, GSAF",1985-01-27
3358,1985.01.18,18-Jan-85,1985,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,Probable drowning / scavenging,Y,"G. Cliff, NSB",1985-01-18
3357,1985.01.17,17-Jan-85,1985,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,Thigh & calf bitten,N,"B. Eldridge, M. Levine, GSAF; G. Charter & B. Davis, NSB",1985-01-17
3356,1985.01.16,16-Jan-85,1985,NEW ZEALAND,South Island,Christchurch,"No injury to occupant, shark bit boat",N,"Courier-Mail, 1/17/1985",1985-01-16
3355,1985.01.04,04-Jan-85,1985,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",Minor injury to torso,N,"D. James, M. Levine, GSAF; G. Cliff, NSB",1985-01-04
3354,1985.01.00.b,Jan-85,1985,NEW CALEDONIA,South Province,Amedee Island,Legs bitten,N,"W. Leander; Les Nouvelles Caledoniennes, 3/17/2000",1985-01-00
3353,1985.01.00.a,Jan-85,1985,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,"B. Coppin, M. Levine, GSAF",1985-01-00
3352,1985.00.00.f,1985,1985,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",FATAL,Y,S. Combs,1985-00-00
3351,1985.00.00.a,1985,1985,IRAN,nc.,"Ramin, near Ahvaz",FATAL,Y,B. Coad & F. Papahn,1985-00-00
3350,1984.12.03,03-Dec-84,1984,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",No injury,N,A. De Maddalena; F. Serena (pers. Comm.),1984-12-03
3349,1984.11.30,30-Nov-84,1984,AUSTRALIA,Queensland,1 km off Black's Beach,FATAL,Y,"Courier-Mail, 12/1/1984, p.1; A. Sharpe, p.106",1984-11-30
3348,1984.11.11,11-Nov-84,1984,USA,Florida,"Jupiter Island Beach, Martin County",Left foot bitten,N,"Miami Herald, 11/18/1984",1984-11-11
3346,1984.11.04,04-Nov-84,1984,USA,Florida,"Fowey Rock, Key Biscayne","Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,"Miami Herald, 11/5/1984",1984-11-04
3345,1984.10.21.b,21-Oct-84,1984,USA,Florida,"Wabasso Beach, Indian River County","Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Y,"Evening Independent, 10/24/1984, p.14;      E. Pace, FSAF",1984-10-21
3344,1984.10.21,21-Oct-84,1984,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County","9"" laceration to right forearm",N,"Miami Herald, 10/24/1984, p.17A",1984-10-21
3343,1984.10.17,17-Oct-84,1984,USA,Florida,"Boynton Beach, Palm Beach County","10"" laceration on leg",N,"Miami Herald, 10/18/1984, ",1984-10-17
3342,1984.10.14.a,14-Oct-84,1984,USA,Florida,"Bob Graham Beach, Martin County",Left calf bitten,N,"Miami Herald, 10/16/1984",1984-10-14
3341,1984.09.30.b,30-Sep-84,1984,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County","Abrasion on right foot, board bitten",N,"R. Collier, pp.94-95",1984-09-30
3340,1984.09.30.a,30-Sep-84,1984,USA,California,"Tomales Point, Marin County",Legs & buttocks bitten,N,"R. Collier, pp.93-94",1984-09-30
3339,1984.09.23,23-Sep-84,1984,USA,Florida,Volusia County,Right foot bitten,N,"Miami Herald, 9/26/1984, p.2D",1984-09-23
3338,1984.09.22.b,22-Sep-84,1984,USA,Florida,nc.,Left foot lacerated,N,"Miami Herald, 9/26/1984, p.2D",1984-09-22
3337,1984.09.22.a,22-Sep-84,1984,USA,Florida,"Indiatlantic, Brevard County",Foot bitten,N,"Miami Herald, 9/26/1984, p.2D",1984-09-22
3336,1984.09.19,19-Sep-84,1984,USA,Florida,Volusia County,No details,Nc.,"Miami Herald, 9/26/1984, p.2D",1984-09-19
3335,1984.09.17,17-Sep-84,1984,USA,California,"Mission Beach, San Diego County",Arm bitten,N,"R. Collier, p.93 ",1984-09-17
3334,1984.09.15,15-Sep-84,1984,USA,California,"Pigeon Point, San Mateo County",FATAL,Y,"R. Collier, p. 72",1984-09-15
3333,1984.09.11,11-Sep-84,1984,MEXICO,Baja California,Guadalupe Island,"No Injury, PROVOKED INCIDENT",N,R. Collier,1984-09-11
3332,1984.08.24,24-Aug-84,1984,USA,Florida,"Off Crystal River, Citrus County",Death was due to drowning; body scavenged by a shark,Y,"St. Petersburg Times, 11/20/1984",1984-08-24
3331,1984.08.07,07-Aug-84,1984,INDONESIA,nc.,Bali,FATAL,Y,"Courier Mail, 8/15/1984",1984-08-07
3330,1984.07.24.b,24-Jul-84,1984,USA,Texas,South Padre Island,Lacerations on right foot,N,"A. MacCormick, pp.8-9",1984-07-24
3329,1984.07.24.a,24-Jul-84,1984,USA,Texas,South Padre Island,Legs severely lacerated,N,"A. MacCormick, pp.8-9",1984-07-24
3328,1984.07.22,22-Jul-84,1984,SOUTH AFRICA,Western Cape Province,Cape Point,"FATAL, but shark involvement prior to death could not be determined",Y,"P. Landsberg, M.D.",1984-07-22
3327,1984.07.01,01-Jul-84,1984,USA,Florida,nc.,Leg abraded,N,"New Orleans Times-Picayune, 3 July 1984; A. MacCormick, p.109-110",1984-07-01
3326,1984.07.00.a,Jul-84,1984,SOUTH AFRICA,KwaZulu-Natal,Sodwana,"No injury, shark hit swim fin",N,"R O'Connor, M. Levine, GSAF",1984-07-00
3325,1984.06.15,15-Jun-84,1984,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay","No injury, board bitten",N,"The Argus, 6/16/1984",1984-06-15
3324,1984.06.03.b,03-Jun-84,1984,USA,Hawaii,"Kane'ohe Bay, O'ahu",Foot bitten,N,"J. Borg, p.76; L. Taylor (1993), pp.106-107",1984-06-03
3323,1984.06.03,03-Jun-84,1984,VANUATU,Malampa Province,"Atchin Island, off Malakula",FATAL,Y,"Telegraph, 6/8/1984, p.12 ",1984-06-03
3322,1984.05.31,31-May-84,1984,SOUTH AFRICA,Western Cape Province,Arniston,Swim fin bitten,N,"A. Bosman, M. Levine, GSAF",1984-05-31
3321,1984.03.17,17-Mar-84,1984,SOMALIA,nc.,nc.,Forced at gunpoint to jump overboard. Presumed fatal; shark involvement probable but not confirmed,Y,"Courier Mail, 5/18/1984",1984-03-17
3320,1984.03.14,14-Mar-84,1984,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,"No injury, 8 pressure dings in surboard",N,"G. Charter, NSB; M. Levine, GSAF",1984-03-14
3319,1984.03.10,10-Mar-84,1984,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,"No injury to occupant, shark seized oar and disappeared with it.",N,"M. Levine, GSAF",1984-03-10
3318,1984.03.01,01-Mar-84,1984,AUSTRALIA,Western Australia,Coral Bay,No details,Nc.,"T. Peake, GSAF",1984-03-01
3317,1984.02.18,18-Feb-84,1984,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffreys Bay",Leg lacerated by hooked shark PROVOKED INCIDENT,N,"M. Levine, GSAF; Eastern Province Herald, 6/28/1986",1984-02-18
3316,1984.02.17,17-Feb-84,1984,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,"G. Buckland, M. Levine, GSAF",1984-02-17
3315,1984.02.12,12-Feb-84,1984,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,"Human remains recovered, evidence of scavenging by shark/s",Y,"G. Charter, NSB",1984-02-12
3314,1984.02.11,11-Feb-84,1984,AUSTRALIA,Queensland,Derwent Island,Hand bitten,N,"Courier-Mail, 2/14/1984, p.3",1984-02-11
3313,1984.01.05,05-Jan-84,1984,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Foot bitten,N,"R. Tennent, M. Levine, Dr. Dempers & K. Reynolds",1984-01-05
3312,1984.01.04,04-Jan-84,1984,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,Remains recovered 1-4-1984 showed evidence of defense wounds,Y,"G. Charter, B. Davis & G. Cliff, NSB",1984-01-04
3311,1984.00.00.b,1984,1984,USA,California,San Francisco,Head mouthed by captive shark PROVOKED INCIDENT,N,D.C. Reed,1984-00-00
3310,1984.00.00.a,1984,1984,USA,Florida,"Indiatlantic, Brevard County",Right foot bitten,N,"M. Vosburgh, Orlando Sentinel, 5/28/1988 ",1984-00-00
3309,1983.12.30,30-Dec-83,1983,GREECE,Andikira Fokithes,nc.,"Coroner determined the man was killed by a boat propeller, not a tiger shark",Y,"Miami Herald, 1/4/1984; M. Bardanis",1983-12-30
3308,1983.12.25,25-Dec-83,1983,USA,Florida,"Riviera Beach, Palm Beach County",Left foot & thigh bitten,N,"Palm Beach Post, 12/26/1983   ",1983-12-25
3307,1983.12.24,24-Dec-83,1983,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Fingers bitten,N,"T. Peake, GSAF",1983-12-24
3306,1983.12.22,22-Dec-83,1983,SOUTH AFRICA,Eastern Cape Province,Great Fish River,"Left calf, ankle & foot lacerated",N,"C. Biggs, M. Levine, J. Mansfield, Dr. T. Counihan & Dr. Clement",1983-12-22
3305,1983.12.21,21-Dec-83,1983,SOUTH AFRICA,Eastern Cape Province,Nahoon,Shin lacerated,N,"R. Horn, East London Aquarium;  J. Heydenrych, M.Levine, GSAF",1983-12-21
3304,1983.12.07,07-Dec-83,1983,SOUTH AFRICA,KwaZulu-Natal,LaMercy,"Two feet found in shark, postmortem scavenging",N,"R.B. Wilson , G. Cliff, B. Davis & G. Charter, NSB",1983-12-07
3303,1983.11.21,21-Nov-83,1983,PHILIPPINES,Central Philippines,nc.,Left foot nipped,N,"Montreal Gazette, 11/28/1983",1983-11-21
3302,1983.11.10.R,Reported      10-Nov-1983,1983,USA,Florida,"Melbourne Beach, Brevard County",Laceration to left foot,N,"St. Petersburg Times, 11/10/1983",1983-11-10
3301,1983.11.10,10-Nov-83,1983,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Probable drowning and scavenging,Y,"R. Wilson, G. Cliff, Natal Sharks Board; GSAF",1983-11-10
3300,1983.10.17.a,17-Oct-83,1983,USA,Florida,"Stuart Beach, Martin County",Puncture marks in leg & surfboard dinged,N,"Miami Herald, 10/21/1983, p.1C",1983-10-17
3299,1983.10.13,13-Oct-83,1983,USA,Florida,"Daytona Beach, Volusia County",Lacerations to left ankle,N,"Daytona Beach Morning Journal, 10/21/1983",1983-10-13
3298,1983.09.04,04-Sep-83,1983,USA,Florida,"Off Lake Worth, Palm Beach County",Abrasions to leg,N,"E. Pace, FSAF",1983-09-04
3297,1983.08.20.b,20-Aug-83,1983,USA,Oregon,"Cape Kiwanda,Tillamook County","No injury, board bitten",N,"R.N. Lea & D. Miller; R. Collier, p.81",1983-08-20
3296,1983.08.20.a,20-Aug-83,1983,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Inner thighs lacerated,N,"A. Louw, M. Levine,  GSAF; G. Cliff, NSB",1983-08-20
3295,1983.08.15,15-Aug-83,1983,USA,Virginia,"Virginia Beach, Princess Anne County",Foot bitten,N,"Washington Post, 8/16/1983",1983-08-15
3294,1983.08.13.b,13-Aug-83,1983,USA,Florida,"Riviera Beach, Palm Beach County",Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,M. Vorenburg,1983-08-13
3293,1983.08.13.a,13-Aug-83,1983,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",Right leg severely bitten,N,"Miami Herald, 8/14/1983, p.1D ",1983-08-13
3292,1983.08.06,06-Aug-83,1983,USA,Rhode Island,nc.,No injury to occupants,N,"Providence Journal, 8/7/1983",1983-08-06
3291,1983.07.26,26-Jul-83,1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","FATAL, shark seized her by the chest and took her underwater",Y,"H. Edwards, pp. 103-104; A. MacCormick, pp.110-112",1983-07-26
3290,1983.07.25.b,25-Jul-83,1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","FATAL, shark bit leg, then dragged him underwater",Y,"H. Edwards, pp. 103-104; A. MacCormick, pp.110-112",1983-07-25
3289,1983.07.25.a,25-Jul-83,1983,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville","Left knee bitten, but survived",N,"H. Edwards, pp.103-104; A. MacCormick, pp.110-112 ",1983-07-25
3288,1983.07.15,15-Jul-83,1983,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",Left arm injured by shark's tail as it swam beneath his board,N,"M. Levine, GSAF",1983-07-15
3287,1983.07.12.b,12-Jul-83,1983,USA,Florida,"Caloosahatchee River, Lee County",Left ankle nipped (3 punctures wounds),N,"Miami Herald, 7/14/1983, p.12A",1983-07-12
3286,1983.07.12.a,08-Jul-83,1983,BAHAMAS,Abaco Islands,Green Turtle Cay,Lacerations to left calf,N,"Miami Herald, 7/13/1983, p.2D",1983-07-12
3285,1983.07.05,05-Jul-83,1983,USA,Florida,"Riviera Beach, Palm Beach County","No injury, shark bit air mattress, deflating it",N,"E.Pace, FSAF",1983-07-05
3284,1983.06.29,29-Jun-83,1983,USA,Florida,"Off 12th Street, Miami Beach",Left foot bitten,N,"Miami Herald, 6/30/1983, ",1983-06-29
