Original order,Case Number,URL Report1,URL Report2
3603,1990.10.30.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.30.a-Mark Evans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.30.a-Mark Evans.pdf
3602,1990.10.27,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.27-Coleman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.27-Coleman.pdf
3601,1990.10.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.25-Goolwa-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.25-Goolwa-Surfer.pdf
3600,1990.10.20,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.20-Demers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.20-Demers.pdf
3599,1990.10.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.15-Filzer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.15-Filzer.pdf
3598,1990.10.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.12-GabeMartino.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.12-GabeMartino.pdf
3597,1990.09.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.15-Gasant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.15-Gasant.pdf
3596,1990.09.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.08-Orr_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.08-Orr_Collier.pdf
3595,1990.09.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.05 - Hinton_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.05 - Hinton_Collier.pdf
3594,1990.08.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.30-Mortimer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.30-Mortimer.pdf
3593,1990.08.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.28-Swan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.28-Swan_Collier.pdf
3592,1990.08.19.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.b-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.b-Surfer.pdf
3591,1990.08.19.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.a-b-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.a-b-Allen.pdf
3590,1990.07.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.22-Greem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.22-Greem.pdf
3589,1990.07.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.08-Holloway.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.08-Holloway.pdf
3588,1990.06.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.24 - Price.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.24 - Price.pdf
3587,1990.06.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.23-Cease.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.23-Cease.pdf
3586,1990.05.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.13-DoubleOne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.13-DoubleOne.pdf
3585,1990.05.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.b-Sydney-woman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.b-Sydney-woman.pdf
3584,1990.05.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.a-German-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.a-German-male.pdf
3583,1990.05.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.06-Forrester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.06-Forrester.pdf
3582,1990.04.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.14-Botha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.14-Botha.pdf
3581,1990.04.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.09-Fleming.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.09-Fleming.pdf
3580,1990.04.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.08-Bullen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.08-Bullen.pdf
3579,1990.04.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.07-AmericanTourist.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.07-AmericanTourist.pdf
3578,1990.04.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.06-TonyPatton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.06-TonyPatton.pdf
3577,1990.04.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.01-Peacock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.01-Peacock.pdf
3576,1990.03.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.24-Rockefeller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.24-Rockefeller.pdf
3575,1990.03.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.05-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.05-Reunion.pdf
3574,1990.02.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.17-Tanaka.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.17-Tanaka.pdf
3573,1990.02.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.05-Ferguson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.05-Ferguson.pdf
3572,1990.01.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.01.12-Sullivan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.01.12-Sullivan_Collier.pdf
3571,1990.00.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.00.00-NV-Pensacola.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.00.00-NV-Pensacola.pdf
3570,1989.12.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.19-Sohswel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.19-Sohswel.pdf
3569,1989.12.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.03-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.03-Johnson.pdf
3568,1989.12.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.02-Preston.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.02-Preston.pdf
3567,1989.11.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.22-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.22-White.pdf
3566,1989.11.18,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.18-VanNiekerk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.18-VanNiekerk.pdf
3565,1989.11.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.12-Malek.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.12-Malek.pdf
3564,1989.11.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.02-Fredriksen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.02-Fredriksen.pdf
3563,1989.10.29.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.29.R-Kaesler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.29.R-Kaesler.pdf
3562,1989.10.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.22-Jillet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.22-Jillet.pdf
3561,1989.10.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.14-Mehl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.14-Mehl.pdf
3560,1989.10.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.11-Largent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.11-Largent.pdf
3559,1989.10.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.08-Nunnally.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.08-Nunnally.pdf
3558,1989.10.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.01-Benson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.01-Benson.pdf
3557,1989.09.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.17-GerjoVanNiekerk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.17-GerjoVanNiekerk.pdf
3556,1989.09.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.13-Swafford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.13-Swafford.pdf
3555,1989.09.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.10-DeCristo_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.10-DeCristo_Collier.pdf
3554,1989.09.09.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09-Tisserand_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09-Tisserand_Collier.pdf
3553,1989.09.09.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09.a-Ballard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09.a-Ballard.pdf
3552,1989.09.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.03-Stroup.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.03-Stroup.pdf
3551,1989.08.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.29-Richardson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.29-Richardson.pdf
3550,1989.08.22.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.b-McKnight.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.b-McKnight.pdf
3549,1989.08.22.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.a-vonBroembsen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.22.a-vonBroembsen.pdf
3548,1989.08.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.13-Guy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.13-Guy.pdf
3547,1989.08.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.09-StClair.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.09-StClair.pdf
3546,1989.08.06.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.06.R-Hislop.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.06.R-Hislop.pdf
3545,1989.07.27,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.27-SovietDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.27-SovietDiver.pdf
3544,1989.07.20,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.20-Razzano.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.20-Razzano.pdf
3543,1989.07.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.19-Giraud.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.19-Giraud.pdf
3542,1989.07.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.14-JohnO'Brien.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.14-JohnO'Brien.pdf
3541,1989.07.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.07-Richbourg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.07.07-Richbourg.pdf
3540,1989.06.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.29-Paden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.29-Paden.pdf
3539,1989.06.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.17-Loe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.17-Loe.pdf
3538,1989.06.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.06-Bocedi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.06-Bocedi.pdf
3537,1989.06.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.05-Jacobs.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.05-Jacobs.pdf
3536,1989.06.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.03-Krouse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.03-Krouse.pdf
3535,1989.06.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.00-Sea-of-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.06.00-Sea-of-Japan.pdf
3534,1989.04.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.23-Scherger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.23-Scherger.pdf
3533,1989.04.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.12-Harms_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.12-Harms_Collier.pdf
3532,1989.04.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.09-Capella.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.09-Capella.pdf
3531,1989.04.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.03-McLain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.03-McLain.pdf
3530,1989.04.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.00-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.04.00-Allen.pdf
3529,1989.03.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf
3528,1989.03.04,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf
3527,1989.02.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.19.R-DeJager.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.19.R-DeJager.pdf
3526,1989.02.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.15-Abel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.15-Abel.pdf
3525,1989.02.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.02-Constanzo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.02.02-Constanzo.pdf
3524,1989.01.26.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.b-Stoddard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.b-Stoddard.pdf
3523,1989.01.26.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.a-McAllister_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.26.a-McAllister_Collier.pdf
3522,1989.01.20.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.b-Dunnam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.b-Dunnam.pdf
3521,1989.01.20.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.a-Sarjoo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.20.a-Sarjoo.pdf
3520,1989.01.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.08-Ahlstrand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.08-Ahlstrand.pdf
3519,1989.01.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf
3518,1989.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.b-Halstead,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.b-Halstead
3517,1989.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00.a-Virginia-spearfisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.00.00-Virginia-spearfisherman.pdf
3516,1988.12.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf
3515,1988.11.08,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf
3514,1988.11.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf
3513,1988.10.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.24-DonaMarilyn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.24-DonaMarilyn.pdf
3512,1988.10.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf
3511,1988.10.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf
3510,1988.10.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf
3509,1988.10.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf
3508,1988.10.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf
3507,1988.10.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf
3506,1988.10.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf
3505,1988.09.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf
3504,1988.09.13.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf
3503,1988.09.13.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf
3502,1988.08.22.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf
3501,1988.08.22.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.a-Ippocampo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.a-Ippocampo.pdf
3500,1988.08.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf
3499,1988.08.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf
3498,1988.07.23,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.23-Isham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.23-Isham.pdf
3497,1988.07.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.19-Press.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.19-Press.pdf
3496,1988.07.17,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.17-Perrine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.17-Perrine.pdf
3495,1988.07.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf
3494,1988.07.04.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf
3493,1988.07.04.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.a-Nickerson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.a-Nickerson.pdf
3492,1988.07.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.00-Albury.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.00-Albury.pdf
3491,1988.06.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.19-VanRensburg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.19-VanRensburg.pdf
3490,1988.06.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.16-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.16-diver.pdf
3489,1988.06.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.09-Dotter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.09-Dotter.pdf
3488,1988.06.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.05-JasonJones.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.05-JasonJones.pdf
3487,1988.06.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.01-DeCora.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.01-DeCora.pdf
3486,1988.05.27,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.27-Ko Bong-se.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.27-Ko Bong-se.pdf
3485,1988.05.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.10-Barone.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.10-Barone.pdf
3484,1988.05.04,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.04-Rhoades.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.04-Rhoades.pdf
3483,1988.04.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.28-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.28-Reunion.pdf
3482,1988.04.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.24-Rudy_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.24-Rudy_Collier.pdf
3481,1988.04.15a,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.a-Nicholson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.a-Nicholson.pdf
3480,1988.04.15.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.b-AveryGoo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.b-AveryGoo.pdf
3479,1988.04.14.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.b-KennyBurns.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.b-KennyBurns.pdf
3478,1988.04.14.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.a-Costa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.a-Costa.pdf
3477,1988.04.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.10-arm.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.10-arm.pdf
3476,1988.03.31,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.31-Schaefer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.31-Schaefer.pdf
3475,1988.03.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.25-Kawado.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.25-Kawado.pdf
3474,1988.03.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.16-Naidoo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.16-Naidoo.pdf
3473,1988.03.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.14-Mousseau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.14-Mousseau.pdf
3472,1988.02.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.15-BrightonBeach-lifesavers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.15-BrightonBeach-lifesavers.pdf
3471,1988.02.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.14-Schaeffer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.14-Schaeffer.pdf
3470,1988.02.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.13-Belinda_vanSchalkwyck.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.13-Belinda_vanSchalkwyck.pdf
3469,1988.02.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.12-Piggott boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.12-Piggott boat.pdf
3468,1988.02.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.02-Fiji-Moceyawa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.02-Fiji-Moceyawa.pdf
3467,1988.01.27,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.27-Everitt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.27-Everitt.pdf
3466,1988.01.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.21-Chun.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.21-Chun.pdf
3465,1988.01.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.14-Chip.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.14-Chip.pdf
3464,1988.01.06,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.06-McKay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.06-McKay.pdf
3463,1988.01.05.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.05-Potgeiter-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.05-Potgeiter-boat.pdf
3462,1988.00.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.00.00.c-Kwanten.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.00.00.c-Kwanten.pdf
3461,1987.12.20,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.12.20-DonaPaz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.12.20-DonaPaz.pdf
